portfolio,start,end,ending_value,annualized_return,annualized_volatility,return_to_volatility,max_drawdown,average_gross_exposure,average_daily_turnover,active_days
equal_sign_groups_150_50,2020-01-02,2026-06-29,1.544793469144219,0.06954632401357497,0.17702433126866696,0.39286307997981157,-0.3284044221643202,1.7192949046199812,0.7884621146115668,1608
relative_rank_groups_150_50,2020-01-02,2026-06-29,1.8921724326218543,0.10361721357695397,0.1543492921165246,0.6713164158778849,-0.22801666281820354,1.699741008160722,0.7883588919568766,1608
